YEAR,MONTH,METFIPS,wfh_pct
2024,4,41860,0.5695555649285334
2024,4,41940,0.5999832887252283
2024,4,47900,0.5790215834738823
2024,5,12420,0.6616011781211878
2024,5,16980,0.5910480794823649
2024,5,19100,0.5681873636535821
2024,5,26420,0.3669583625556466
2024,5,31080,0.4920821175381968
2024,5,35620,0.5094542167598871
2024,5,37980,0.5837361521485993
2024,5,41860,0.5645156824773448
2024,5,41940,0.578942339337666
2024,5,47900,0.6372232116204577
2022,10,1,0.41268128458002573
2022,11,1,0.4257435686611793
2022,12,1,0.4272771455761259
2023,1,1,0.4398339535381282
2023,2,1,0.4471462014414782
2023,3,1,0.42650026851125805
2023,4,1,0.41823592634635853
2023,5,1,0.4259296724626282
2023,6,1,0.41787098407497125
2023,7,1,0.43954764859971057
2023,8,1,0.43292800357623334
2023,9,1,0.4391806145262287
2023,10,1,0.44630846492582726
2023,11,1,0.4618938565603393
2023,12,1,0.4808599040703274
2024,1,1,0.48405308041494977
2024,2,1,0.4839009411561616
2024,3,1,0.4977961085280751
2024,4,1,0.4712495530082295
2024,5,1,0.47475689535749604
